massfeature_rows	m/z	retention_time	p_value	statistic	CompoundID_from_user
row162	525.3746976350483	3.701200725019096	0.0168488411662926	-2.92889689420457	2728
row163	675.5432167590502	3.4637869472566587	0.0168488411662926	-2.9280708003837	2830
row164	232.1543136395906	7.606980700398988	0.0174067354441936	-2.91458481228876	1754
row165	146.08119874251517	8.329311348282669	0.0177685157649492	2.9033408679142405	599
row166	183.11287488435443	6.716411567771383	0.0177685157649492	2.90315886694554	1122
row167	305.25148667229547	3.3461611640103928	0.0189574748514958	-2.87832379972347	2332
row168	105.11056381908816	16.701105026559926	0.0197658488997259	-2.86149896033171	137
row169	151.0615100315639	7.645469537269928	0.0212818164821804	-2.8332143126886	679
row170	195.0877855535139	4.3756497838847945	0.0219359396661794	-2.82033848184741	1312
row171	519.3254619397617	3.992892248019908	0.0223513255863026	-2.81155182216536	2718
row172	426.3576013776992	3.6818471088654174	0.0249036873965551	-2.77065527162094	2629
row173	203.1391557392321	10.335186369278347	0.0252723864944654	2.76325968743081	1405
row174	147.07640584309897	10.106347763020931	0.0252825347402684	2.76103234812426	615
row175	273.1858120542584	3.4516346936201194	0.0272904342476828	-2.7312409518062504	2096
row176	199.10779196529063	6.744358364751928	0.0273016422563336	-2.7290174036818904	3750
row177	744.588998545771	3.2089196054980627	0.0322162368276266	-2.66622012102552	2878
row178	310.20132788296405	4.372400638695651	0.0327265988833637	-2.6583207691295896	2351
row179	780.5525822358973	3.2155825207703512	0.0335344528793784	-2.64720062587915	2932
row180	176.07068128988774	8.296194240099995	0.0338319361486931	-2.6418488794063	1033
row181	627.535191050747	3.006606037308398	0.0338704428811963	-2.6393652309029303	2804
row182	204.12314174049786	6.7126722887246	0.0363433999914501	-2.61099852956565	1420
row183	188.07065762971573	9.955921125080977	0.0365232669046725	-2.60709404356149	1189
row184	280.2350727026013	3.0771884240457834	0.0373831012250382	2.59630929921018	2175
row185	287.0999953746796	6.7203394728033174	0.0384418162648091	-2.5818712934750696	4109
row186	234.01471499739026	9.796805357030804	0.0384418162648091	-2.58171584632458	1766
row187	159.07646289624662	12.419902031046634	0.0385804488333413	-2.57833212442453	798
row188	155.106687515501	4.195650174830067	0.039015912024817	-2.57207293458979	726
row189	546.3552521599663	3.6914367801350094	0.0393295591703857	-2.56703342769426	2746
row190	157.0801659634239	11.77245939878226	0.0398238793230294	-2.56029714567229	756
row191	314.2324535972194	4.369893471732143	0.0400559252028637	-2.55604027635716	2371
row192	110.0712970934416	11.779787574623851	0.0400559252028637	-2.55411420825193	162
row193	614.5354108418503	2.9848033269498813	0.0410935166347247	-2.54240289294914	2799
row194	235.08041556936797	11.8522790908379	0.0414591233954958	2.53705274435348	1784
row195	154.058688856151	11.713372281395845	0.0428293347275547	2.5226518890507403	714
row196	267.17182456122504	3.3678814457377166	0.0444957517998686	-2.50603203517253	2051
row197	237.05221221026244	10.410570613350528	0.0445284601616577	-2.50379042860994	1808
row198	205.09726213154042	9.956052809509824	0.0454084118076221	-2.49365581997536	1439
row199	334.29506645828	3.005611301938523	0.0454084118076221	-2.49235016137985	2445
row200	115.08663323051051	9.181315752404812	0.0488108416740377	2.4623562774580203	198
row201	575.4667115388094	2.9797170473068224	0.0488108416740377	-2.46045330853958	2767
row202	206.1005692732961	9.956545273972079	0.0504349096077129	-2.44574608046898	1448
row203	199.0966172987415	4.365368886246906	0.0525688561699669	-2.42757082602831	4907
row204	140.01075387001038	3.3623360157459743	0.0569160011369621	-2.3942787133163903	507
row205	547.35849609375	3.70293120627928	0.06057175539501501	-2.3675663401641898	2749
row206	558.4730518482351	3.0416601555919747	0.0613653750136256	-2.36041834285402	2757
row207	801.683343275538	3.2942392779317653	0.0660179854753483	-2.32910534943615	2973
row208	150.0583741037469	6.720353058738207	0.0661045725871373	2.32663043142242	668
row209	236.07280448175248	11.855640399960766	0.068101649150106	2.3126450662590803	1796
row210	176.1030119845742	12.423529798083589	0.0691477280532194	-2.30451943015592	1037
row211	254.0259110734269	10.79610836861808	0.0701731077038883	-2.2965976683390896	1963
row212	232.11794593117455	4.3708925010277735	0.0733223540665388	-2.2767344295547103	1752
row213	105.07399589137027	10.225873691258483	0.0744967262249713	2.26828766535388	134
row214	140.06820021735297	9.595225051952097	0.0762189141230667	2.2564481782400696	510
row215	268.14026608674425	9.218414129604913	0.0762189141230667	-2.25504022105277	2057
row216	314.2324299812317	6.710010010680713	0.0785166224781896	-2.24085593080836	2372
row217	221.1536908663236	3.4093031732163683	0.0793185518252303	2.2347328809581	1631
row218	117.09100897270336	4.1230867529556345	0.079532913539721	-2.23170614513341	3256
row219	134.08102366798806	11.705495028093779	0.0800601665262747	-2.22706159915432	443
row220	212.99954367972708	10.805193082873409	0.0807755785807659	-2.2214668697079705	1516
row221	177.1063359913073	12.423397602698483	0.0811918223539638	-2.21743733846014	1053
row222	344.2795088026258	4.104621898015338	0.0816284661544817	-2.21331825650994	2480
row223	663.4531615407842	3.0705901274254126	0.0832110051908121	2.20341693621847	2824
row224	106.049880680285	12.46845194509683	0.0871108351864762	2.1821307108042403	144
row225	521.3433750036991	3.785431394456027	0.0871108351864762	-2.18043643391758	2722
row226	317.26857081821987	2.9927825446927505	0.0883502622421191	-2.17180814595129	2392
row227	760.5838554783871	3.2065941547159347	0.0883502622421191	-2.17074142338911	2901
