massfeature_rows	m/z	retention_time	p_value	statistic	CompoundID_from_user
row1	268.1038096110026	8.254376666666667	0.0144603814006917	7.149201676228019	2029
row2	258.1099875313895	11.681581746031744	0.0144603814006917	-6.82584194611966	1971
row3	280.0917256673177	11.680672222222224	0.0190156376368522	-6.3796929055130605	5087
row4	352.16528736461294	6.923610606060607	0.021455392076161	-6.11968283818792	4122
row5	78.9556662241618	2.7907097222222217	0.0295944669844098	5.78178176326771	22
row6	184.07334089279172	11.846067708333333	0.301446084564943	4.33843797226387	1231
row7	423.18269178602435	0.5603814814814814	0.398758110585585	-3.9971841156073906	2558
row8	261.02300262451166	12.475847916666664	0.398758110585585	-3.9872482332489803	3890
row9	85.09969806671144	3.407642708333333	0.398758110585585	-3.96742123851255	3036
row10	241.0309288388207	12.942380158730154	0.40892730619146705	3.89755782921584	1836
row11	137.98387050628662	4.828277083333334	0.490123533415064	3.6790759773481296	7194
row12	318.9000077681108	1.323231818181818	0.490123533415064	-3.62507281870101	2337
row13	991.6712617420013	4.135826984126982	0.490123533415064	-3.58236372744631	2983
row14	117.1022563934326	23.840533333333337	0.490123533415064	-3.51050641346592	3178
row15	113.09026421440971	1.8803407407407409	0.490123533415064	3.4808201383316297	271
row16	114.09791975754958	8.940753846153846	0.490123533415064	-3.47792776333658	294
row17	218.8956171671549	23.279092592592587	0.490123533415064	-3.4668516049098996	4949
row18	495.3274412609282	4.141760317460316	0.490123533415064	-3.46207424908679	2623
row19	161.99882091175425	4.893792424242424	0.490123533415064	3.4616010150608796	946
row20	313.1756591796875	2.3053583333333334	0.54691758748976	-3.3699337884490097	5149
row21	494.32398550850996	4.1674976190476185	0.54691758748976	-3.31604810507012	2621
row22	1020.7044724684496	4.079428205128206	0.54691758748976	-3.28751153027161	5300
row23	497.34304882231214	4.119870634920634	0.54691758748976	-3.27516421616126	2626
row24	498.34576633998324	4.1139849206349215	0.54691758748976	-3.25498105546741	2627
row25	508.37625194731214	4.0722444444444434	0.54691758748976	-3.2435801985934103	2634
row26	496.3396453857422	4.113987301587303	0.54691758748976	-3.23937050797934	2624
row27	525.3746555873325	4.0115896825396815	0.58643115092979	-3.1657753367156296	2651
row28	524.3713567824591	4.019524603174603	0.58643115092979	-3.16397513716977	2650
row29	526.3774283272879	4.011580158730158	0.608497054938662	-3.1262353041107005	2655
row30	510.3555101667132	4.059303174603175	0.687448718711521	-3.0445447616943504	2635
row31	480.34472002301897	4.057244444444445	0.746962132578274	-2.9837412271563397	2606
row32	113.07093453407288	9.497853125	0.746962132578274	-2.9671772701105805	262
row33	208.16247852031998	23.67774358974359	0.767838661081506	-2.9096641505079504	1502
row34	227.1390037536621	9.660295238095241	0.767838661081506	-2.9005157488612205	3746
row35	184.92003072102864	8.225632222222222	0.767838661081506	-2.89470389041616	1237
row36	234.0770126342773	23.7306	0.767838661081506	-2.86670235763827	1751
row37	223.0749495370048	4.303964285714286	0.767838661081506	2.8658846958858297	1654
row38	114.05506433759415	9.943678571428574	0.767838661081506	2.81263291253485	277
row39	278.15963924632354	4.130660784313726	0.767838661081506	2.8051752911248897	2130
row40	136.04820200602214	8.703522222222222	0.767838661081506	-2.80142606754494	3283
row41	104.10695175897509	16.806531746031748	0.767838661081506	-2.78813231512707	167
row42	468.3083074660528	4.251599206349206	0.767838661081506	-2.7606906121740002	2595
row43	227.13903579711913	8.055393333333335	0.767838661081506	-2.75642629405855	6798
row44	89.07090704781669	6.245328571428572	0.767838661081506	-2.75277605676473	84
row45	496.33951168968565	6.925765079365081	0.767838661081506	-2.74433766259929	2625
row46	217.17990446090698	3.2476739583333334	0.767838661081506	-2.7184517239396397	3713
row47	129.06586456298828	9.629958333333336	0.767838661081506	-2.7144717950486803	3232
row48	290.15959603445873	10.319204761904762	0.767838661081506	-2.71090468915393	4003
row49	250.05080871582032	14.833238333333332	0.767838661081506	2.6943282470374	1898
row50	403.2323955189098	6.6012393939393945	0.767838661081506	2.69199241188427	2528
row51	832.5835489908853	3.4934277777777774	0.767838661081506	2.68545005072051	2964
row52	105.11034956432523	16.795912698412703	0.767838661081506	-2.67877952171125	191
row53	690.5620880126953	3.787380952380953	0.767838661081506	2.6649347326134	2817
row54	147.07637096586686	7.283521428571428	0.767838661081506	2.6478963065520498	758
row55	288.143800001878	6.969102564102565	0.767838661081506	2.64007813026993	2191
row56	179.12782981178978	5.404789393939395	0.767838661081506	-2.6352366357078396	1168
row57	482.3240843273345	4.174730158730158	0.767838661081506	-2.62969586921944	2608
row58	111.04407937186105	4.701320634920634	0.767838661081506	2.6294842384189905	227
row59	262.14351060655383	3.2043407407407414	0.767838661081506	2.62583161933129	6852
row60	171.07646106538314	9.573452380952384	0.767838661081506	-2.6215150113378303	1076
row61	145.97930221557618	9.524163333333334	0.846467566268239	2.55474533394323	725
row62	276.1069805438702	4.745271794871796	0.846467566268239	2.55232191243153	2094
row63	812.6704018332741	4.2749000000000015	0.8507785683055401	-2.54110114723919	5292
row64	548.8652221679688	13.23784	0.883739224536072	-2.5115036874468504	5259
row65	118.08622169494629	7.007136666666666	0.883739224536072	-2.5041802368012998	6401
row66	130.04995037260508	9.578629365079363	0.8990738349032099	-2.4868420257605295	513
row67	563.3977106267756	3.459615151515152	0.917096157266	-2.45442902577084	5262
row68	225.18471319025213	3.7679893939393945	0.917096157266	-2.4264209012874303	3736
row69	240.10186884953427	7.832291025641028	0.917096157266	-2.4132099053227996	3802
row70	130.0499073908879	4.545524358974358	0.917096157266	2.40772199342349	515
row71	244.10017352634011	3.957887037037037	0.917096157266	2.4011742194342998	1860
row72	352.1653493245442	4.321251111111111	0.917096157266	-2.39512383156654	4121
